Current_Speed,Free_Flow_Speed,Current_Travel_Time,Free_Flow_Travel_Time,Confidence,Road_Closure,Road_Class,Road_ID,Latitude,Longitude,Congestion_Index
32,44,2043,1486,1.0,False,FRC2,0,28.55948065,77.1711239,0.2727272727272727
25,28,188,168,1.0,False,FRC2,1,28.560449072360516,77.1698608516831,0.1071428571428571
7,16,130,57,1.0,False,FRC2,3,28.580033167028407,77.17536316532711,0.5625
25,44,729,414,1.0,False,FRC1,4,28.57815326377111,77.17636061915196,0.43181818181818177
17,30,123,70,1.0,False,FRC2,5,28.5691942357299,77.19177457658398,0.43333333333333335
27,36,703,527,0.992833,False,FRC3,6,28.569477288264537,77.18972330048364,0.25
25,45,724,402,1.0,False,FRC2,7,28.59833637468744,77.17370354974686,0.4444444444444444
18,22,374,306,1.0,False,FRC2,9,28.631436892445695,77.22206850388052,0.18181818181818177
18,22,374,306,1.0,False,FRC2,11,28.631163714475093,77.21955806992476,0.18181818181818177
18,22,374,306,1.0,False,FRC2,12,28.631704839420603,77.21732713044179,0.18181818181818177
18,22,374,306,1.0,False,FRC2,14,28.634121125632863,77.21735885573335,0.18181818181818177
18,22,374,306,1.0,False,FRC2,15,28.63395415775574,77.22222025480309,0.18181818181818177
18,22,374,306,1.0,False,FRC2,16,28.633828887225622,77.22273886518603,0.18181818181818177
18,22,374,306,1.0,False,FRC2,17,28.629953989403234,77.22034700313844,0.18181818181818177
18,22,374,306,1.0,False,FRC2,18,28.630293300316264,77.21950874459303,0.18181818181818177
18,22,374,306,1.0,False,FRC2,19,28.630019509174833,77.21882989982102,0.18181818181818177
18,22,374,306,1.0,False,FRC2,20,28.631551,77.2167011,0.18181818181818177
29,36,983,792,1.0,False,FRC6,21,28.631277404489314,77.21642402600989,0.19444444444444442
18,22,374,306,1.0,False,FRC2,22,28.6343661,77.2170859,0.18181818181818177
17,25,593,403,1.0,False,FRC2,23,28.63584604454477,77.21426430788384,0.31999999999999995
18,22,374,306,1.0,False,FRC2,24,28.63566217332344,77.2193736532055,0.18181818181818177
18,22,374,306,1.0,False,FRC2,25,28.635313298960217,77.21985996807717,0.18181818181818177
18,22,374,306,1.0,False,FRC2,26,28.635508455301423,77.22066331738776,0.18181818181818177
17,28,4,2,1.0,False,FRC3,28,28.620418,77.2189237,0.3928571428571429
24,33,384,279,1.0,False,FRC3,29,28.62325779984584,77.21904690225614,0.2727272727272727
18,30,369,221,1.0,False,FRC2,30,28.619849617078597,77.22684843993594,0.4
20,32,713,445,1.0,False,FRC3,31,28.619178601205427,77.22604638539306,0.375
18,30,369,221,1.0,False,FRC2,32,28.619639279257743,77.22683850651222,0.4
14,29,7,3,1.0,False,FRC3,33,28.625943744346326,77.2315480138752,0.5172413793103448
20,32,713,445,1.0,False,FRC3,34,28.626644128115885,77.23020456162588,0.375
14,29,7,3,1.0,False,FRC3,35,28.6260439,77.23165565,0.5172413793103448
19,27,370,260,1.0,False,FRC3,36,28.626080932807994,77.23217876132766,0.2962962962962963
28,39,207,149,1.0,False,FRC1,37,28.610461193538317,77.23350217920249,0.28205128205128205
28,39,207,149,1.0,False,FRC1,38,28.608859914524523,77.23100179589274,0.28205128205128205
28,39,207,149,1.0,False,FRC1,39,28.60949904973475,77.23088025989863,0.28205128205128205
42,42,159,159,1.0,False,FRC3,40,28.61097940024124,77.22762064021843,0.0
28,39,207,149,1.0,False,FRC1,41,28.61127624563307,77.22785261383129,0.28205128205128205
25,27,257,238,0.716301,True,FRC4,42,28.613603599999998,77.21533600000001,0.07407407407407407
19,21,212,192,0.574783,True,FRC4,43,28.61375735,77.212156,0.09523809523809523
19,21,212,192,0.574783,True,FRC4,44,28.613311470316855,77.21217259078587,0.09523809523809523
28,39,207,149,1.0,False,FRC1,45,28.609796898449094,77.23002039907469,0.28205128205128205
28,39,207,149,1.0,False,FRC1,46,28.610389816439323,77.22901968391074,0.28205128205128205
26,26,96,96,1.0,False,FRC4,47,28.61899125,77.20950695,0.0
31,31,73,73,1.0,False,FRC4,48,28.61954811519466,77.20986125324436,0.0
28,28,168,168,1.0,False,FRC2,49,28.555999508343803,77.17542398697825,0.0
31,44,2109,1486,1.0,False,FRC2,50,28.558174580528828,77.1726663275877,0.2954545454545454
31,44,2109,1486,1.0,False,FRC2,51,28.5670936,77.1278657,0.2954545454545454
